-9.69403800476 15.7604480606 [21, 66, 50]
-15.1278570373 1.52973750323 [64, 92, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]


-12.0321391704 -8.36034952764 [32, 74, 80]
-12.633149729 -7.567542535 [32, 81, 82]
-13.4006739561 -7.49448595815 [60, 73, 82]
-15.2124585861 2.48785863472 [78, 123, 98]
-15.1278570373 1.52973750323 [64, 92, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]


-12.0321391704 -8.36034952764 [32, 74, 80]
-12.633149729 -7.567542535 [32, 81, 82]
-13.4006739561 -7.49448595815 [60, 73, 82]
-15.2124585861 2.48785863472 [78, 123, 98]
-15.1278570373 1.52973750323 [64, 92, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]


-12.0321391704 -8.36034952764 [32, 74, 80]
-12.633149729 -7.567542535 [32, 81, 82]
-13.4006739561 -7.49448595815 [60, 73, 82]
-15.2124585861 2.48785863472 [78, 123, 98]
-15.1278570373 1.52973750323 [64, 92, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]


-12.0321391704 -8.36034952764 [32, 74, 80]
-12.633149729 -7.567542535 [32, 81, 82]
-13.4006739561 -7.49448595815 [60, 73, 82]
-15.2124585861 2.48785863472 [78, 123, 98]
-15.1278570373 1.52973750323 [64, 92, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]


-12.0321391704 -8.36034952764 [32, 74, 80]
-12.633149729 -7.567542535 [32, 81, 82]
-13.4006739561 -7.49448595815 [60, 73, 82]
-15.2124585861 2.48785863472 [78, 123, 98]
-15.1278570373 1.52973750323 [64, 92, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]


-12.0321391704 -8.36034952764 [32, 74, 80]
-12.633149729 -7.567542535 [32, 81, 82]
-13.4006739561 -7.49448595815 [60, 73, 82]
-15.2124585861 2.48785863472 [78, 123, 98]
-15.1278570373 1.52973750323 [64, 92, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]


-12.0321391704 -8.36034952764 [32, 74, 80]
-12.633149729 -7.567542535 [32, 81, 82]
-13.4006739561 -7.49448595815 [60, 73, 82]
-15.1278570373 1.52973750323 [64, 92, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]


-12.0321391704 -8.36034952764 [32, 74, 80]
-12.633149729 -7.567542535 [32, 81, 82]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]


-12.0321391704 -8.36034952764 [32, 74, 80]
-12.633149729 -7.567542535 [32, 81, 82]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]


-12.0321391704 -8.36034952764 [32, 74, 80]
-12.633149729 -7.567542535 [32, 81, 82]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]


-12.0321391704 -8.36034952764 [32, 74, 80]
-12.633149729 -7.567542535 [32, 81, 82]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]


-12.0321391704 -8.36034952764 [32, 74, 80]
-12.633149729 -7.567542535 [32, 81, 82]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]


-12.0321391704 -8.36034952764 [32, 74, 80]
-12.633149729 -7.567542535 [32, 81, 82]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]


-12.0321391704 -8.36034952764 [32, 74, 80]
-12.633149729 -7.567542535 [32, 81, 82]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]


-12.0321391704 -8.36034952764 [32, 74, 80]
-12.633149729 -7.567542535 [32, 81, 82]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]


-12.0321391704 -8.36034952764 [32, 74, 80]
-12.633149729 -7.567542535 [32, 81, 82]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]


-12.0321391704 -8.36034952764 [32, 74, 80]
-12.633149729 -7.567542535 [32, 81, 82]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]


-12.0321391704 -8.36034952764 [32, 74, 80]
-12.633149729 -7.567542535 [32, 81, 82]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]


-12.0321391704 -8.36034952764 [32, 74, 80]
-12.633149729 -7.567542535 [32, 81, 82]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]


-12.0321391704 -8.36034952764 [32, 74, 80]
-12.633149729 -7.567542535 [32, 81, 82]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]


-12.0321391704 -8.36034952764 [32, 74, 80]
-12.633149729 -7.567542535 [32, 81, 82]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]


-12.0321391704 -8.36034952764 [32, 74, 80]
-12.633149729 -7.567542535 [32, 81, 82]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]


-12.0321391704 -8.36034952764 [32, 74, 80]
-12.633149729 -7.567542535 [32, 81, 82]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]


-12.0321391704 -8.36034952764 [32, 74, 80]
-12.633149729 -7.567542535 [32, 81, 82]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]


-12.0321391704 -8.36034952764 [32, 74, 80]
-12.633149729 -7.567542535 [32, 81, 82]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]
-15.7287637897 7.22613905595 [100, 107, 56]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]
-15.7287637897 7.22613905595 [100, 107, 56]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]
-15.7287637897 7.22613905595 [100, 107, 56]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]
-15.7287637897 7.22613905595 [100, 107, 56]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]
-15.7287637897 7.22613905595 [100, 107, 56]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]
-15.7287637897 7.22613905595 [100, 107, 56]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]
-15.7287637897 7.22613905595 [100, 107, 56]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]
-15.7287637897 7.22613905595 [100, 107, 56]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]
-15.7287637897 7.22613905595 [100, 107, 56]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]
-15.7287637897 7.22613905595 [100, 107, 56]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]
-15.7287637897 7.22613905595 [100, 107, 56]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]
-15.7287637897 7.22613905595 [100, 107, 56]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]
-15.7287637897 7.22613905595 [100, 107, 56]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]
-15.7287637897 7.22613905595 [100, 107, 56]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]
-15.7287637897 7.22613905595 [100, 107, 56]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]
-15.7287637897 7.22613905595 [100, 107, 56]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]
-15.7287637897 7.22613905595 [100, 107, 56]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]
-15.7287637897 7.22613905595 [100, 107, 56]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]
-15.7287637897 7.22613905595 [100, 107, 56]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]
-15.7287637897 7.22613905595 [100, 107, 56]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]
-15.7287637897 7.22613905595 [100, 107, 56]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]
-15.7287637897 7.22613905595 [100, 107, 56]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]
-15.7287637897 7.22613905595 [100, 107, 56]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]
-15.7287637897 7.22613905595 [100, 107, 56]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-15.6200535619 1.3040438654 [91, 96, 58]
-12.8204218169 -7.75208988364 [81, 75, 46]
-15.7287637897 7.22613905595 [100, 107, 56]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-14.898481116 -2.43040696366 [72, 79, 112]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
